index,date,headline,snippet,link
180,19990501,Crackdown On Pollution By Vehicles,President Clinton has approved strict Federal rules to control pollution from the tailpipes of automobiles and end the special treatment for sport utility vehicles for the first time since Federal emissions standards were drafted in the early 1970's....,http://www.nytimes.com/1999/05/01/us/crackdown-on-pollution-by-vehicles.html
181,19990601,When Building Up Leads to Breaking Down,"In this lesson, students examine where one develops his or her views about health and ways in which teen-agers exhibit these influences, focusing particularly on the rising trend of anabolic steroid use in teen-age girls. Students then participate in...",http://learning.blogs.nytimes.com/1999/06/01/when-building-up-leads-to-breaking-down/
182,19990701,Miami Cubans Are Outraged At Treatment Of 6 Refugees,"Miami's large Cuban-American population was bristling with outrage today, a day after the Coast Guard used water pumps and pepper spray in an attempt to turn back a boat carrying six Cubans who had come within 150 yards of the Miami Beach coastline. ...",http://www.nytimes.com/1999/07/01/us/miami-cubans-are-outraged-at-treatment-of-6-refugees.html
183,19990801,Deadlock Over Bullet-Tracing System,"As cities and states challenge the gun industry to change its marketing practices, one proposal that keeps coming up is the creation of a nationwide data base of bullets and ammunition shell casings. Using such a system, the police could connect...",http://www.nytimes.com/1999/08/01/us/deadlock-over-bullet-tracing-system.html
184,19991001,Rising Incomes Lift 1.1 Million Out of Poverty,"Lifted by the strong economy, American households are climbing out of the income stagnation that has plagued them for years.    Rising incomes brought 1.1 million poor Americans out of poverty last year, and the percentage of people still below the...",http://www.nytimes.com/1999/10/01/us/rising-incomes-lift-1.1-million-out-of-poverty.html
185,19991101,"Across the World, Families And Friends Sift Memories","Robert T. Fitzpatrick had lived on Long Island's North Fork for only three years, but to his neighbors on Old Wood Path in Southold, he may as well have been a lifelong resident.    The 69-year-old retiree took long, solitary walks through the woods...",http://www.nytimes.com/1999/11/02/us/crash-egyptair-990-victims-across-world-families-friends-sift-memories-241520.html
186,20000101,"THE YEAR 2000: Speeches, Star Power and a Whole Lot of Noise Ring In the New; Hawaii, Last but Loud, Greets the New Year","All over the island, noise.     The first explosions went off before the sun slid down the horizon in purple-orange ribbons, before the crystal ball dropped in Times Square, before New Zealand's New Year's, even.  ",http://www.nytimes.com/2000/01/02/us/year-2000-speeches-star-power-whole-lot-noise-ring-new-hawaii-last-but-loud.html
187,20000201,Consecrations of U.S. Bishops by Episcopal Officials Overseas Challenge Church Hierarchy,"In a highly unusual challenge to the Episcopal Church's leadership, the top officials of two Anglican church provinces overseas, in Africa and Asia, have consecrated two conservative American priests as bishops to minister to Episcopalians who feel...",http://www.nytimes.com/2000/02/02/us/consecrations-us-bishops-episcopal-officials-overseas-challenge-church-hierarchy.html
188,20000301,Bradley's Rules Keep Press at a Distance,"Former Senator Bill Bradley had just finished a talk on gun control at a San Francisco hospital earlier this week when he looked into his audience and said, ''If you'd like to ask any questions, I'd be pleased to answer them.''    Immediately, Pamela...",http://www.nytimes.com/2000/03/02/us/2000-campaign-democratic-challenger-bradley-s-rules-keep-press-distance.html
189,20000401,Political Briefing; Nader Keeps Running A Bit Like a Corvair,"Since he came on the national scene in the 1960's as a critic of the auto industry, Ralph Nader has tried ceaselessly to elevate the consciousness of corporate America. And as he enters the second month of his second run for president under the Green...",http://www.nytimes.com/2000/04/02/us/political-briefing-nader-keeps-running-a-bit-like-a-corvair.html
190,20000501,A Gay Rights Rally Over Gains and Goals,"Waving banners of gay pride and identity, a crowd estimated in the hundreds of thousands rallied in the nation's capital today, celebrating the gains of the gay rights movement in recent years and vowing redoubled efforts on issues like hate crime...",http://www.nytimes.com/2000/05/01/us/a-gay-rights-rally-over-gains-and-goals.html
191,20000601,Tepid Endorsement Of Government's Actions,The Federal appeals court ruling yesterday in the Elian Gonzalez case reaffirmed legal principles that give Federal agencies -- and particularly immigration officials -- wide authority.    The decision by a panel of the United States Court of Appeals...,http://www.nytimes.com/2000/06/02/us/elian-gonzalez-case-legal-issues-tepid-endorsement-government-s-actions.html
192,20000701,Boom in Economy Skips Towns on the Plains,"From above, the state of North Dakota is a quilt of wheat and prairie grass stitched by rows of cottonwood, ash and elm trees, two-lane roads, many dirt, and railroad tracks. Every seven or eight miles beyond the few big cities, the tracks link...",http://www.nytimes.com/2000/07/02/us/boom-in-economy-skips-towns-on-the-plains.html
193,20000801,Party's Schedule," All times are Eastern daylight  8 p.m.    Hector Barreto, a small-business owner in California, on the importance of providing opportunity.    Gayle White, a fifth-generation farmer from Oklahoma, on the challenges facing the family farm.",http://www.nytimes.com/2000/08/02/us/the-republicans-party-s-schedule.html
194,20000901,Revisiting Several Moments That Have Embarrassed Gore,"The Republican National Committee is to begin running this 30-second commercial, titled ''Really,'' in 16 states today. It features some of the most embarrassing aspects of Vice President Al Gore's career, including his raising money at a Buddhist...",http://www.nytimes.com/2000/09/01/us/2000-campaign-ad-campaign-revisiting-several-moments-that-have-embarrassed-gore.html
195,20001001,Primary Vote Bolsters House Democrat G.O.P. Saw as Vulnerable,"For Republicans intent on protecting and even bolstering their majority in the House of Representatives, Washington State's First Congressional District has long looked like a prime target.     Curving along the northern and eastern suburbs of...",http://www.nytimes.com/2000/10/02/us/2000-campaign-washington-state-primary-vote-bolsters-house-democrat-gop-saw.html
196,20001101,Emotional Appeal Urges Blacks to Vote,"The N.A.A.C.P. began a $2 million advertising campaign last week featuring Renee Mullins, the daughter of James Byrd Jr. of Texas, who was chained to a truck and dragged to his death in 1998. This television commercial briefly recounts the story of...",http://www.nytimes.com/2000/11/02/us/the-2000-campaign-the-ad-campaign-emotional-appeal-urges-blacks-to-vote.html
197,20010101,Census Director Marvels at the New Portrait of America,"KENNETH PREWITT is tired of the Beltway analysis of the Census Bureau's numbers, all the yada yada about how the figures will change the House or rejigger Congressional districts.    ''Everyone wants to talk about winning and losing,'' Mr. Prewitt,...",http://www.nytimes.com/2001/01/01/us/public-lives-census-director-marvels-at-the-new-portrait-of-america.html
198,20010201,National News Briefs; A New Editor Is Named For The Chicago Tribune,"In a widely expected move, Ann Marie Lipinski, a two-decade veteran of journalism in Chicago, was named the editor of The Chicago Tribune yesterday, succeeding Howard Tyner at the helm of the country's seventh-largest newspaper.    In 1988, Ms....",http://www.nytimes.com/2001/02/01/us/national-news-briefs-a-new-editor-is-named-for-the-chicago-tribune.html
199,20010301,House Passes Tighter Rules On Filing for Bankruptcy,"The House today overwhelmingly approved a bill championed by the banking and credit card industries that would overhaul the nation's bankruptcy system and make it much harder for people to wipe out their debts.    The bill, which may become the first...",http://www.nytimes.com/2001/03/02/us/house-passes-tighter-rules-on-filing-for-bankruptcy.html
200,20010401,Political Briefing; Michigan Politician Turns Back the Clock,"Before he was elected to Congress last year, Representative Mike Rogers, Republican of Michigan, served six years in the State Senate. That service entitles him to draw a state pension once he turns 55.    How much?  ",http://www.nytimes.com/2001/04/01/us/political-briefing-michigan-politician-turns-back-the-clock.html
201,20010501,National Briefing  South: Arkansas: A Fight Over Land For Library,"Eugene Pfeifer III, a Little Rock property owner, asked the State Supreme Court to prohibit the city from turning over his land to a foundation that is building former President Bill Clinton's presidential library. The city offered $400,000 for Mr....",http://www.nytimes.com/2001/05/02/us/national-briefing-south-arkansas-a-fight-over-land-for-library.html
202,20010601,National Briefing | Washington: Rehnquist's Daughter Nominated,"President Bush nominated Janet Rehnquist, daughter of Chief Justice William H. Rehnquist, to be inspector general of the Department of Health and Human Services. She is currently an assistant United States attorney in Virginia and was associate White...",http://www.nytimes.com/2001/06/02/us/national-briefing-washington-rehnquist-s-daughter-nominated.html
203,20010701,Political Briefing; His Past Haunts House Candidate,"When Max Kennedy dropped out of the race to fill the House seat in Boston left vacant by the death of Representative Joe Moakley, a popular state senator from the district, Stephen Lynch, moved to the top of the list of Democrats (Democrats dominate...",http://www.nytimes.com/2001/07/01/us/political-briefing-his-past-haunts-house-candidate.html
204,20010801,National Briefing | South: Alabama: Religious Display In Court Building,Chief Justice Roy Moore unveiled in the rotunda of the judicial building in Montgomery a granite display of historical quotations that was topped by carved tablets of the Ten Commandments. The display fulfills a campaign pledge the judge made last...,http://www.nytimes.com/2001/08/02/us/national-briefing-south-alabama-religious-display-in-court-building.html
205,20010901,Sunday Q & A,Sunday Q & A appears in this section weekly. Readers are invited to send in questions about national or international affairs; those selected will be answered by Times correspondents who specialize in those issues. Information about submitting...,http://www.nytimes.com/2001/09/02/us/sunday-q-a.html
206,20011001,National Briefing | South: North Carolina: Ex-Clinton Aide Might Run After All,"Erskine B. Bowles, the White House chief of staff in the Clinton administration, is reconsidering a decision not to run next year for the United States Senate seat being vacated by Senator Jesse Helms, a leading Democratic official said. Scott R....",http://www.nytimes.com/2001/10/02/us/national-briefing-south-north-carolina-ex-clinton-aide-might-run-after-all.html
207,20011101,U.S. Groups Have Some Ties to Germ Warfare,"In the six years since Timothy J. McVeigh used a truck bomb to destroy the Oklahoma City Federal Building, domestic antigovernment groups have spoken of the inevitability of using biological weapons.    ''One individual, working alone and in secret,...",http://www.nytimes.com/2001/11/02/us/a-nation-challenged-hate-groups-us-groups-have-some-ties-to-germ-warfare.html
208,20020201,Canada Wants Some Trucks Exempt From Border Inspection,"At a time when the Bush administration is trying to tighten security along its 4,000-mile northern border, Canada is aggressively pushing a plan that would eventually allow more than 7,000 trucks each day to pass the border uninspected, United States...",http://www.nytimes.com/2002/02/01/us/nation-challenged-border-security-canada-wants-some-trucks-exempt-border.html
209,20020301,"Bush, in Iowa, Urges Patience in War Effort and Reform of Pension Plans","President Bush brushed off criticism today from Senator Tom Daschle, the Democratic majority leader, who has said that the United States will have failed in its war on terror if Osama bin Laden is not found.    ''I think most Americans understand...",http://www.nytimes.com/2002/03/02/us/bush-in-iowa-urges-patience-in-war-effort-and-reform-of-pension-plans.html
210,20020401,National Briefing | Washington: Shielding Names In Subsidy Program,"Federal lawmakers put provisions into the $171 billion farm bill to restrict the release of information about who receives federal farm subsidies. Last year, the Environmental Working Group, a research group, posted the information, which it received...",http://www.nytimes.com/2002/04/02/us/national-briefing-washington-shielding-names-in-subsidy-program.html
211,20020501,California Priest Is Accused Of 8-Year Sexual Relationship,"A 31-year-old man said yesterday that the Rev. David F. Granadino, who is now pastor of a close-knit parish in the Archdiocese of Los Angeles, cultivated a sexual relationship with him when he was a boy and continued it for eight years.     The...",http://www.nytimes.com/2002/05/02/us/california-priest-is-accused-of-8-year-sexual-relationship.html
212,20020601,Agent Who Wrote Critical Letter May Testify,"The nation will probably soon get to see and hear Coleen Rowley, the Minneapolis F.B.I. agent who has been widely lauded for her complaint that bureau officials in Washington brushed aside information about terrorist plans before Sept. 11,...",http://www.nytimes.com/2002/06/01/us/agent-who-wrote-critical-letter-may-testify.html
213,20020701,"Washington Talk; For an Annual Ritual, New Rules on the Mall","Sgt. Scott Fear of the United States Park Police offers what could be a new national motto in the aftermath of Sept. 11: ''We're trying to provide a safe and secure environment in an open atmosphere.''     That, of course, is the challenge as...",http://www.nytimes.com/2002/07/02/us/washington-talk-for-an-annual-ritual-new-rules-on-the-mall.html
214,20020801,Apartment Searched Anew In F.B.I.'s Anthrax Inquiry,"Federal investigators seeking evidence related to last year's deadly anthrax attacks searched the apartment of a former Army scientist today for a second time, government officials said.    Armed with a search warrant, F.B.I. agents wearing...",http://www.nytimes.com/2002/08/02/us/apartment-searched-anew-in-fbi-s-anthrax-inquiry.html
215,20020901,Gun Industry Is Gaining Immunity From Suits,"A spate of government litigation against the nation's gun companies has been stifled in 30 states, which have passed laws granting the industry immunity from civil lawsuits.    Those laws have all been enacted since 1998, when New Orleans became the...",http://www.nytimes.com/2002/09/01/us/gun-industry-is-gaining-immunity-from-suits.html
216,20021001,National Briefing | Midwest: Illinois: Boys' Killer Sentenced,"Kenneth Hansen, a 69-year-old former stable hand convicted of murdering three boys in 1955, was sentenced to 200 to 300 years in prison by Judge Mary Ellen Coghlan of Cook County Circuit Court. Mr. Hansen, who sexually assaulted at least one of the...",http://www.nytimes.com/2002/10/02/us/national-briefing-midwest-illinois-boys-killer-sentenced.html
217,20021101,Using Papers' Headlines to Undermine an Opponent,"Jon Porter, a Republican who is running for the House in a newly created Nevada district, released a commercial this week in Las Vegas that capitalizes on ethics accusations against his opponent, Dario Herrera, a Democrat.    PRODUCER -- Weeks &...",http://www.nytimes.com/2002/11/02/us/2002-campaign-ad-campaign-using-papers-headlines-undermine-opponent.html
218,20030101,National Briefing | West: California: Chickens Ordered Killed To Stem Virus,"State officials have ordered the destruction of one million egg-producing hens and expanded a poultry quarantine to stem the spread of the Exotic New Castle Disease in California's $3 billion poultry industry. New cases of the disease, which is...",http://www.nytimes.com/2003/01/01/us/national-briefing-west-california-chickens-ordered-killed-to-stem-virus.html
219,20030201,The Columbia Space Shuttle's Crew of 6 Americans and 1 Israeli,"Seven astronauts, six Americans and an Israeli, died aboard the shuttle Columbia yesterday. Of the crew of five men and two women, four had never flown in space before.    Col. Rick D. Husband  A Lifelong Dream Of Being an Astronaut      It took Rick...",http://www.nytimes.com/2003/02/02/us/loss-shuttle-astronauts-columbia-space-shuttle-s-crew-6-americans-1-israeli-146404.html
220,20030301,Tapes Show Desperation and Panic at Chicago Club's Exits,"At first, faces fill the screen, some still giddy with drink and dance, others already panicked by the pepper spray released nearby. A few seconds later, arms jab the air in distress, pointing toward the already overstuffed stairwell. Then, a...",http://www.nytimes.com/2003/03/01/us/tapes-show-desperation-and-panic-at-chicago-club-s-exits.html
221,20030401,Responses to a Growing Outbreak,None,http://www.nytimes.com/2003/04/02/us/a-respiratory-illness-responses-to-a-growing-outbreak.html
222,20030501,Fit to Be Tied (In),"In this lesson, students examine promotional products for movies and brainstorm the ways that these items affect their purchasing behavior. Students then consider the profiles of specific consumer demographics and create posters explaining why a...",http://learning.blogs.nytimes.com/2003/05/01/fit-to-be-tied-in/
223,20030701,National Briefing | Midwest: Illinois: Board Approves Same-Sex Registry,"The Cook County Board of Commissioners approved a same-sex partnership registry, officially recognizing gay and lesbian relationships. While the registry would not give same-sex couples any new rights, it is intended to serve as an official...",http://www.nytimes.com/2003/07/02/us/national-briefing-midwest-illinois-board-approves-same-sex-registry.html
224,20030801,National Briefing | Midwest: Illinois: Exactly When No Means No,"Sex partners have the right to stop engaging in sexual activity at any time, a new state law says. The measure, sponsored by State Senator Dan Rutherford, a Republican, was prompted by a California case in which a woman engaging in sex told her...",http://www.nytimes.com/2003/08/01/us/national-briefing-midwest-illinois-exactly-when-no-means-no.html
225,20031001,Schwarzenegger Moves to a Spot With Less Muscle," This 30-second advertisement, titled ''Trouble,'' began broadcasting statewide on Tuesday. It was produced and paid for by Californians for Schwarzenegger, one of two committees supporting Arnold Schwarzenegger.    PRODUCER -- Don Sipple, Strategic...",http://www.nytimes.com/2003/10/02/us/california-recall-ad-campaign-schwarzenegger-moves-spot-with-less-muscle.html
226,20031101,"Shotgun in Hand, Kerry Defines His Gun-Control Stance","Senator John Kerry blasted away at Howard Dean on Friday, accusing him of currying favor with the National Rifle Association and opposing an assault-weapons ban that Mr. Kerry and other supporters of gun control fought for in the 1990's.    Then Mr....",http://www.nytimes.com/2003/11/01/us/shotgun-in-hand-kerry-defines-his-gun-control-stance.html
227,20040101,Young Florida Killer Accepts a Plea Deal,"Lionel Tate, the teenager whose life sentence for killing a 6-year-old playmate was overturned this month, will accept a plea bargain allowing him to leave prison by March, lawyers said Wednesday.    Henry Hunter, a lawyer for Lionel's mother,...",http://www.nytimes.com/2004/01/01/us/young-florida-killer-accepts-a-plea-deal.html
228,20040201,Sharpton Makes His Stand To Win Voice at Convention,"The Rev. Al Sharpton was in prime form, whipping off the kind of politically potent one-liners that have come to define his campaign for the Democratic presidential nomination. The crowd was smiling, clapping, people jumping to their feet. It seemed...",http://www.nytimes.com/2004/02/02/us/2004-campaign-minister-sharpton-makes-his-stand-win-voice-convention.html
229,20040301,Kucinich's Campaign Leaves Hometown Voters Wondering,"On the presidential campaign trail, Representative Dennis J. Kucinich boasts that he is ''Cleveland's favorite son.'' But some who live in his district wonder whether this son has distanced himself too much from the hometown voters who have sent him...",http://www.nytimes.com/2004/03/02/us/2004-campaign-congressman-kucinich-s-campaign-leaves-hometown-voters-wondering.html
230,20040401,National Briefing | Washington: New Head For Federal Agency,"A senior official with the Secret Service was named to lead the Bureau of Alcohol, Tobacco, Firearms and Explosives. The new director, Carl J. Truscott, had been an assistant director at the Secret Service in charge of threat assessment and other...",http://www.nytimes.com/2004/04/02/us/national-briefing-washington-new-head-for-federal-agency.html
231,20040501,Airlines Gave F.B.I. Millions of Records on Travelers After 9/11,"In the days after the Sept. 11 terrorist attacks in 2001, the nation's largest airlines, including American, United and Northwest, turned over millions of passenger records to the Federal Bureau of Investigation, airline and law enforcement officials...",http://www.nytimes.com/2004/05/01/us/airlines-gave-fbi-millions-of-records-on-travelers-after-9-11.html
232,20040601,NASA Weighs Robot Mission To Maintain Telescope,"Four and a half months after he seemed to doom the Hubble Space Telescope by ending maintenance missions by the space shuttle, NASA's administrator, Sean O'Keefe, brought brighter news to astronomers on Tuesday by announcing that NASA was seeking...",http://www.nytimes.com/2004/06/02/us/nasa-weighs-robot-mission-to-maintain-telescope.html
233,20040701,Sundae News,"In this lesson, students research topics related to ice cream and create a news magazine program based on their research. Then students develop public service announcements promoting ice cream consumption.",http://learning.blogs.nytimes.com/2004/07/01/sundae-news/
234,20040801,Black Farmers' Refrain: Where's All Our Money?,"R.L. Stevenson was bundled into a recliner, a bowl of prescription medicine bottles at his elbow. At 79, he can no longer work his farm here in Oktibbeha County, about 150 miles northeast of Jackson, though until he fell ill a year ago he baled hay...",http://www.nytimes.com/2004/08/01/us/black-farmers-refrain-where-s-all-our-money.html
235,20040901,The Latin Grammys Present A Variety of Musical Styles,"For a show aiming to encompass the breadth of Latin music, from Cuban to Brazilian, the Latin Grammys still rely heavily on non-Latin star power to draw television viewers.",http://www.nytimes.com/2004/09/02/arts/music/02latin.html
236,20041001,"Disarray Thwarts Terrorist List, Inquiry Finds","Efforts to create a master terrorist watch list"" are lagging badly because of a lack of leadership at the Department of Homeland Security and other bureaucratic problems.""",http://www.nytimes.com/2004/10/02/politics/02watch.html
237,20041101,Once-Bitten Networks Vow Not to Make Hasty Calls,"With memories of botched calls in the 2000 presidential race, the news networks say they are under increased pressure to get it right when they declare a winner.",http://www.nytimes.com/2004/11/02/politics/campaign/02networks.html
238,20050201,Legislators Move to Toughen Federal Rail Oversight,"Two senators, a Republican and a Democrat, joined Tuesday to introduce legislation to toughen federal oversight of the rail industry.",http://www.nytimes.com/2005/02/02/national/02rail.html
239,20050301,Eyeing the Next Einstein,"In this lesson, students learn about the iconic status of Albert Einstein. They create trading cards about famous scientists and write a job description seeking a potential heir to the Einstein legacy.",http://learning.blogs.nytimes.com/2005/03/01/eyeing-the-next-einstein/
240,20050401,"On the Day After, Attending to the Details of Death","For all the division surrounding the end of Terri Schiavo's life, the day after she died was defined, in part, by the practical realities of death.",http://www.nytimes.com/2005/04/02/national/02schiavo.html
241,20050501,Fresh Outrage in Waco at Grisly Lynching of 1916,"A movement is growing to commemorate the lynching of Jesse Washington, a 17-year-old black farmhand railroaded to a conviction in the murder and rape of a white woman.",http://www.nytimes.com/2005/05/01/national/01lynch.html
242,20050601,Planned Parenthood Is Told To Show Children's Files,"Planned Parenthood of Indiana has to show state investigators the medical records of some of its youngest patients, a judge ruled on Tuesday.",http://www.nytimes.com/2005/06/01/national/01indiana.html
243,20050701,"In List of Potential Justices, Many Kinds of Conservative","While all of the candidates may be described as conservative, each brings a different political and philosophical profile to the table.",http://www.nytimes.com/2005/07/02/politics/politicsspecial1/02nominees.html
244,20050801,"Atkins, the Diet Company, Seeks Protection From Its Creditors","Atkins Nutritionals, which started the low-carbohydrate diet craze, filed for protection from its creditors. The company's fortunes have waned along with the popularity of the diet.",http://www.nytimes.com/2005/08/01/business/01atkins.html
245,20050901,"Terrorist Known Before 9/11, More Say","A Defense Department inquiry has found three more people who recall seeing an intelligence briefing slide that identified the ringleader of the Sept. 11 attacks a year before the hijackings and terrorist strikes, Pentagon and military officials said...",http://query.nytimes.com/gst/fullpage.html?res=9F0DE5D71731F931A3575AC0A9639C8B63
246,20051001,Long Hard Slog Brings Yankees Back to the Top,"Three months ago, they were a .500 team. But after getting the final out on Saturday, the Yankees were A.L. East champions for the eighth straight season.",http://www.nytimes.com/2005/10/02/sports/baseball/02yankees.html
247,20051101,"In One Day, Fire Lays Waste To a Piece of Bottled History","A fire in Vallejo, Calif., in a wine storage warehouse destroyed $100 million worth of wine. The fire, later declared an arson, affected nearly 100 wineries.",http://www.nytimes.com/2005/11/02/national/02vallejo.html
